Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.040;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;300;200;    ;0;0;    
3.058;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.095;    ;0;623;166;3;92;43;1;628;59;-5;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.126;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.161;    ;0;623;166;3;92;43;1;628;58;-5;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.195;    ;0;623;166;3;92;43;1;628;58;-5;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.227;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.259;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.295;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.327;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.359;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.396;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.428;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.460;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.495;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.528;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.559;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.595;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.627;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.660;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.695;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.727;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.759;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.792;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.827;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.859;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.893;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.927;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.959;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
3.992;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.027;    ;0;623;166;3;92;43;1;628;59;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.056;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.093;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.125;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.159;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.195;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.232;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.261;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.292;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.323;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.355;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.393;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.425;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.456;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.492;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.526;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.558;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.595;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.627;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.659;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.696;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.727;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.760;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.796;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.827;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.859;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
4.895;    ;0;623;166;3;92;43;1;628;58;-4;91;47;    ;0;270;245;1;150;145;    ;0;0;137;1;0;137;    
