Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
4.273;    ;1;660;144;10;0;0;    ;300;200;    ;0;0;    ;    ;
4.293;    ;0;664;63;13;0;0;1;660;144;4;0;0;    ;1;500;153;    ;1;0;136;    ;353;190;90;33;115;191;273;350;    ;
4.322;    ;0;664;63;13;0;0;1;660;144;9;0;0;    ;0;500;74;1;500;153;    ;0;0;115;1;0;111;    ;353;190;90;33;115;191;273;350;    ;
4.356;    ;0;664;63;13;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;116;    ;353;190;90;33;115;191;273;350;    ;
4.393;    ;1;660;144;-2;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;113;    ;353;190;90;33;115;191;272;350;    ;
4.423;    ;0;664;63;13;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;153;    ;1;0;106;    ;353;190;90;33;115;191;272;350;    ;
4.459;    ;1;660;144;6;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;110;    ;353;190;90;34;115;191;272;350;    ;
4.498;    ;0;664;63;14;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;153;    ;1;0;113;    ;353;190;90;34;115;191;272;350;    ;
4.531;    ;1;660;144;5;0;0;    ;0;500;74;1;500;153;    ;0;0;100;1;0;109;    ;353;190;90;34;115;191;272;350;    ;
4.559;    ;1;660;144;10;0;0;    ;0;500;74;1;500;153;    ;1;0;112;    ;353;190;90;34;115;191;272;350;    ;
4.595;    ;0;664;63;13;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;153;    ;1;0;117;    ;353;190;90;34;115;191;272;350;    ;
4.628;    ;0;664;63;14;0;0;1;660;144;8;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;113;    ;353;190;90;34;115;191;272;349;    ;
4.663;    ;0;664;63;14;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;153;    ;0;0;100;1;0;115;    ;353;190;90;34;115;191;272;350;    ;
4.692;    ;0;664;63;13;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;153;    ;0;0;100;1;0;109;    ;353;190;90;34;115;191;272;350;    ;
4.729;    ;0;664;63;13;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;112;    ;353;190;90;34;115;191;272;349;    ;
4.761;    ;0;664;63;14;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;153;    ;0;0;99;1;0;113;    ;353;190;90;34;115;191;272;350;    ;
5.687;    ;1;661;144;15;0;0;    ;0;500;74;1;500;153;    ;    ;353;190;90;33;114;192;272;350;    ;
5.727;    ;1;660;144;14;0;0;    ;0;500;74;1;500;153;    ;1;0;122;    ;353;190;90;33;114;191;272;350;    ;
5.760;    ;0;664;63;17;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;153;    ;1;0;121;    ;353;190;90;33;115;192;272;350;    ;
5.792;    ;0;664;63;14;0;0;1;660;144;-1;0;0;    ;0;500;74;1;500;153;    ;0;0;103;1;0;109;    ;353;190;90;34;115;192;272;349;    ;
