Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.084;    ;1;239;66;161;0;0;    ;300;200;    ;0;0;    ;    ;
3.106;    ;1;239;66;161;0;0;    ;1;500;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.123;    ;1;239;66;162;0;0;    ;1;499;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.153;    ;1;239;66;157;0;0;    ;1;499;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.196;    ;1;239;66;163;0;0;    ;1;498;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.219;    ;1;239;66;161;0;0;    ;1;498;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.269;    ;1;239;66;161;0;0;    ;1;497;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.289;    ;1;239;66;162;0;0;    ;1;497;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.323;    ;1;239;66;161;0;0;    ;1;496;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.364;    ;1;239;66;161;0;0;    ;1;496;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.391;    ;1;239;66;161;0;0;    ;1;495;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.423;    ;1;239;66;161;0;0;    ;1;495;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.476;    ;1;239;66;156;0;0;    ;1;494;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.501;    ;1;239;66;156;0;0;    ;1;494;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.524;    ;1;239;66;161;0;0;    ;1;493;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.557;    ;1;239;66;161;0;0;    ;1;493;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.590;    ;1;239;66;161;0;0;    ;1;492;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.621;    ;1;239;66;161;0;0;    ;1;492;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.659;    ;1;239;66;162;0;0;    ;1;491;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.692;    ;1;239;66;156;0;0;    ;1;491;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.724;    ;1;239;66;156;0;0;    ;1;490;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.760;    ;1;239;66;161;0;0;    ;1;490;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.791;    ;1;239;66;162;0;0;    ;1;489;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.823;    ;1;239;66;161;0;0;    ;1;489;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.862;    ;1;239;66;161;0;0;    ;1;488;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.894;    ;1;239;66;161;0;0;    ;1;488;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.925;    ;1;239;66;161;0;0;    ;1;487;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.960;    ;1;239;66;161;0;0;    ;1;487;75;    ;    ;353;190;90;35;115;190;273;350;    ;
3.993;    ;1;239;66;161;0;0;    ;1;486;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.024;    ;1;239;66;158;0;0;    ;1;486;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.061;    ;1;239;66;160;0;0;    ;1;485;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.094;    ;1;239;66;161;0;0;    ;1;485;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.126;    ;1;239;66;161;0;0;    ;1;484;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.158;    ;1;239;66;162;0;0;    ;1;484;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.191;    ;1;239;66;161;0;0;    ;1;483;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.224;    ;1;239;66;161;0;0;    ;1;483;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.260;    ;1;239;66;161;0;0;    ;1;482;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.292;    ;1;239;66;161;0;0;    ;1;482;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.324;    ;1;239;66;161;0;0;    ;1;481;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.360;    ;1;239;66;156;0;0;    ;1;481;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.395;    ;1;239;66;161;0;0;    ;1;480;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.426;    ;1;239;66;161;0;0;    ;1;480;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.461;    ;1;239;66;161;0;0;    ;1;479;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.493;    ;1;239;66;161;0;0;    ;1;479;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.524;    ;1;239;66;156;0;0;    ;1;478;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.561;    ;1;239;66;162;0;0;    ;1;478;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.594;    ;1;239;66;161;0;0;    ;1;477;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.624;    ;1;239;66;161;0;0;    ;1;477;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.660;    ;1;239;66;161;0;0;    ;1;476;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.692;    ;1;239;66;162;0;0;    ;1;476;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.721;    ;1;239;66;161;0;0;    ;1;475;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.761;    ;1;239;66;161;0;0;    ;1;475;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.792;    ;1;239;66;161;0;0;    ;1;474;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.824;    ;1;239;66;161;0;0;    ;1;474;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.859;    ;1;239;66;162;0;0;    ;1;473;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.892;    ;1;239;66;161;0;0;    ;1;473;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.924;    ;1;239;66;158;0;0;    ;1;472;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.961;    ;1;239;66;162;0;0;    ;1;472;75;    ;    ;353;190;90;35;115;190;273;350;    ;
4.993;    ;1;239;66;161;0;0;    ;1;471;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.025;    ;1;239;66;161;0;0;    ;1;471;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.057;    ;1;239;66;161;0;0;    ;1;470;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.092;    ;1;239;66;161;0;0;    ;1;470;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.123;    ;1;239;66;161;0;0;    ;1;469;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.161;    ;1;239;66;161;0;0;    ;1;469;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.192;    ;1;239;66;161;0;0;    ;1;468;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.226;    ;1;239;66;161;0;0;    ;1;468;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.261;    ;1;239;66;162;0;0;    ;1;467;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.293;    ;1;239;66;161;0;0;    ;1;467;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.325;    ;1;239;66;161;0;0;    ;1;466;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.362;    ;1;239;66;161;0;0;    ;1;466;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.393;    ;1;239;66;155;0;0;    ;1;465;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.424;    ;1;239;66;161;0;0;    ;1;465;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.459;    ;1;239;66;162;0;0;    ;1;464;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.493;    ;1;239;66;161;0;0;    ;1;464;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.525;    ;1;239;66;161;0;0;    ;1;463;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.562;    ;1;239;66;161;0;0;    ;1;463;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.593;    ;1;239;66;161;0;0;    ;1;462;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.624;    ;1;239;66;161;0;0;    ;1;462;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.662;    ;1;239;66;161;0;0;    ;1;461;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.693;    ;1;239;66;161;0;0;    ;1;461;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.725;    ;1;239;66;158;0;0;    ;1;460;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.761;    ;1;239;66;161;0;0;    ;1;460;75;    ;    ;353;190;90;35;115;190;273;350;    ;
