Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.893;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;300;200;    ;0;0;    ;    ;
0.912;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;150;115;1;0;76;    ;320;177;90;32;118;198;285;    ;
1.027;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.050;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.075;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.099;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.117;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.135;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.154;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.178;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.208;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.250;    ;0;269;90;0;94;45;1;413;278;-8;98;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.272;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.309;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
1.343;    ;0;269;90;0;94;45;1;413;278;-8;97;51;    ;0;250;100;1;350;250;    ;0;0;86;1;0;94;    ;320;177;90;32;118;198;285;    ;
