Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.782;    ;1;655;71;0;0;0;    ;300;200;    ;0;0;    ;    ;
3.808;    ;1;655;71;0;0;0;    ;1;500;152;    ;1;0;133;    ;353;190;90;35;114;191;272;350;    ;
3.834;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;116;    ;353;190;90;34;114;191;272;350;    ;
3.862;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
3.885;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
3.920;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
3.957;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
3.998;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
4.022;    ;1;655;71;1;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;115;191;272;350;    ;
4.058;    ;1;655;71;1;0;0;    ;1;500;75;    ;1;0;104;    ;353;190;90;35;114;191;272;350;    ;
4.088;    ;1;655;71;1;0;0;    ;1;500;74;    ;1;0;104;    ;353;190;90;35;114;191;272;350;    ;
4.121;    ;1;655;71;1;0;0;    ;1;500;74;    ;1;0;104;    ;353;190;90;35;114;191;272;350;    ;
4.168;    ;1;655;71;1;0;0;    ;1;500;74;    ;1;0;104;    ;353;190;90;35;114;191;272;350;    ;
4.192;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;104;    ;353;190;90;35;114;191;272;350;    ;
4.223;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.260;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.292;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.324;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.361;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.392;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.424;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.460;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.486;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.519;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.561;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.593;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.625;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.660;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.692;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.723;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.761;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.792;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.824;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.860;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.893;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
4.924;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
4.961;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
4.992;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;351;    ;
5.022;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
5.061;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
5.092;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
5.124;    ;1;655;71;0;0;0;    ;1;500;74;    ;1;0;103;    ;353;190;90;35;114;191;272;350;    ;
