Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
4.182;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;300;200;    ;0;0;    
4.240;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;499;71;1;500;159;    ;0;150;102;1;150;120;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.305;    ;0;318;62;0;98;50;1;364;172;12;0;0;    ;0;500;159;1;500;332;    ;0;150;86;1;150;115;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
4.373;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;246;1;500;333;    ;0;63;98;1;44;125;    ;376;170;50;376;170;50;569;151;28;332;68;50;583;61;27
4.431;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;62;106;1;47;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.481;    ;0;318;62;0;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;65;106;1;48;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.528;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;67;106;1;50;125;    ;376;170;50;376;170;50;569;151;28;332;68;50;583;61;27
4.572;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;335;1;500;335;    ;0;69;106;1;52;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.613;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;335;1;500;335;    ;0;71;106;1;53;125;    ;376;169;50;376;169;50;569;149;28;332;67;50;583;59;28
4.655;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;73;106;1;54;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.701;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;75;106;1;56;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.745;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;77;106;1;57;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.791;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;79;106;1;59;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.839;    ;0;318;62;-1;98;50;1;364;171;12;0;0;    ;0;500;333;1;500;333;    ;0;81;106;1;60;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
4.885;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;83;106;1;62;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
4.931;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;85;106;1;63;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
4.976;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;87;106;1;65;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
5.017;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;89;106;1;66;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.059;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;91;106;1;68;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.108;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;92;106;1;69;125;    ;376;169;50;376;169;50;569;149;28;332;67;50;583;59;28
5.163;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;95;106;1;71;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.217;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;97;106;1;72;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
5.264;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;99;106;1;74;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.304;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;101;106;1;76;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.345;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;103;106;1;77;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.385;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;105;106;1;78;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.428;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;107;106;1;80;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.467;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;108;106;1;81;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.507;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;110;106;1;82;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.545;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;112;106;1;84;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.585;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;114;106;1;85;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
5.624;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;115;106;1;86;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.664;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;117;106;1;87;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.704;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;119;106;1;89;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.743;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;121;106;1;90;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.782;    ;0;318;62;0;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;122;106;1;91;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
5.821;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;124;106;1;93;125;    ;376;170;50;376;170;50;569;149;28;332;68;50;583;61;27
5.860;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;126;106;1;94;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
5.900;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;127;106;1;95;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
5.939;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;129;106;1;96;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
5.978;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;131;106;1;98;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
6.017;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;133;106;1;99;125;    ;376;170;50;376;170;50;569;151;28;331;67;50;583;59;28
6.056;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;134;106;1;100;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
6.097;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;136;106;1;101;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.137;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;138;106;1;103;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.177;    ;0;318;62;-2;98;50;1;364;172;13;0;0;    ;0;500;332;1;500;332;    ;0;139;106;1;104;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.217;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;141;106;1;105;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
6.259;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;143;106;1;107;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.301;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;145;106;1;108;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.344;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;147;106;1;109;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
6.385;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;148;106;1;111;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.425;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;112;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.478;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;113;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.522;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;115;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
6.566;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;334;1;500;334;    ;0;150;106;1;117;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
6.610;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;118;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.654;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;120;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
6.698;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;121;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.749;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;122;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.797;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;150;106;1;124;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
6.844;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;150;106;1;126;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.890;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;127;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.935;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;129;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
6.981;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;130;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
7.028;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;132;125;    ;376;169;50;376;169;50;569;151;28;332;67;50;583;59;28
7.075;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;133;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.125;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;135;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.169;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;136;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.213;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;138;125;    ;376;170;50;376;170;50;569;149;28;331;67;50;583;59;28
7.261;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;139;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.304;    ;0;318;62;-2;98;50;1;364;172;12;0;0;    ;0;500;332;1;500;332;    ;0;150;106;1;141;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.346;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;335;1;500;335;    ;0;150;106;1;142;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.387;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;336;1;500;336;    ;0;150;106;1;144;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.428;    ;0;318;62;-1;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;145;125;    ;376;170;50;376;170;50;569;149;28;332;67;50;583;59;28
7.468;    ;0;318;62;0;98;50;1;364;172;12;0;0;    ;0;500;333;1;500;333;    ;0;150;106;1;146;125;    ;376;170;50;376;170;50;569;151;28;332;67;50;583;59;28
