Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
4.240;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;300;200;    ;0;0;    
4.262;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;240;1;500;240;    ;0;0;102;1;0;110;    
4.282;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;106;1;0;115;    
4.312;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.342;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.377;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.412;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
4.445;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.478;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.511;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.546;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.587;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
4.618;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.648;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.681;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.715;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.745;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.776;    ;0;641;67;0;100;49;1;643;157;0;101;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.812;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.845;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
4.879;    ;0;641;67;0;100;49;1;643;157;0;99;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.917;    ;0;641;66;0;100;49;1;642;157;0;99;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
4.947;    ;0;641;67;0;100;49;1;643;157;0;99;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
4.979;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
5.017;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.048;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.080;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.116;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.148;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.180;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.217;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
5.248;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.280;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.316;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.350;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.381;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
5.418;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.449;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
5.481;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.517;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.548;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;87;1;0;105;    
5.581;    ;0;641;67;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
5.617;    ;0;641;66;0;100;49;1;643;157;0;100;48;    ;0;500;74;1;500;159;    ;0;0;86;1;0;105;    
