Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.741;    ;0;644;70;4;95;49;    ;300;200;    ;0;0;    ;    ;
3.761;    ;0;644;70;4;94;49;    ;0;500;240;    ;0;0;115;    ;352;187;90;31;115;189;272;    ;
3.781;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;115;    ;352;187;90;31;115;189;272;    ;
3.817;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
3.850;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
3.886;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
3.922;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
3.954;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
3.983;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.025;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.056;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.091;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.137;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.160;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.185;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.222;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.255;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.288;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.322;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.355;    ;0;644;70;4;94;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.388;    ;0;644;70;4;94;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.425;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.451;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.487;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.525;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
4.555;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.588;    ;0;644;70;4;95;49;    ;0;500;72;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.624;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.655;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;115;189;272;    ;
4.688;    ;0;644;70;4;95;49;    ;0;500;73;    ;0;0;89;    ;352;187;90;31;114;189;272;    ;
