Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.864;    ;0;554;59;3;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;    ;320;177;90;32;117;200;285;    ;
1.003;    ;0;554;59;2;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;115;1;0;136;    ;320;177;90;32;117;200;285;    ;
1.030;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;108;    ;320;177;90;32;117;200;285;    ;
1.054;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.074;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;199;285;    ;
1.094;    ;0;554;59;3;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.116;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;108;    ;320;177;90;32;117;200;285;    ;
1.137;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.156;    ;0;554;59;2;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;199;285;    ;
1.181;    ;0;554;59;3;0;0;1;562;160;-1;0;0;    ;300;200;    ;0;0;109;1;0;108;    ;320;177;90;32;117;200;285;    ;
1.219;    ;0;554;59;2;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;110;1;0;111;    ;320;177;90;32;117;200;285;    ;
1.253;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;108;    ;320;177;90;32;117;200;285;    ;
1.280;    ;0;554;59;3;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.316;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;108;    ;320;177;90;32;117;200;285;    ;
1.346;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.383;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.417;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.452;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.481;    ;0;554;59;2;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.520;    ;0;554;59;3;0;0;1;562;160;-3;0;0;    ;300;200;    ;0;0;109;1;0;109;    ;320;177;90;32;117;200;285;    ;
1.548;    ;0;554;59;2;0;0;1;562;159;-5;0;0;    ;300;200;    ;0;0;110;1;0;109;    ;320;177;90;32;117;200;285;    ;
