Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
9.964;    ;1;521;329;1;30;19;0;70;308;-14;48;50;    ;300;200;    ;    
10.064;    ;1;30;376;19;176;17;0;432;363;-13;35;39;    ;0;550;245;1;400;145;    ;    
10.264;    ;0;407;113;15;111;70;    ;0;549;246;1;399;146;    ;    
10.364;    ;0;200;19;37;97;45;    ;0;549;246;1;399;146;    ;    
10.464;    ;0;613;206;36;107;80;    ;0;549;246;1;399;146;    ;    
10.664;    ;1;259;243;18;116;86;1;100;51;-4;199;27;    ;0;549;246;1;399;146;    ;    
10.764;    ;0;415;160;-40;195;57;1;343;332;-1;128;42;    ;1;543;246;1;393;146;    ;    
10.864;    ;1;173;351;23;23;88;1;321;167;-2;68;83;    ;0;542;246;1;392;146;    ;    
10.964;    ;1;364;232;-25;85;45;1;4;154;21;100;24;    ;1;541;245;1;391;145;    ;    
11.164;    ;0;372;80;-30;10;79;    ;1;540;246;1;390;146;    ;    
11.364;    ;1;356;12;9;156;67;    ;1;540;246;1;390;146;    ;    
11.464;    ;0;218;335;-28;149;47;    ;1;540;246;1;390;146;    ;    
11.564;    ;0;595;227;-30;94;37;1;543;41;18;118;70;    ;1;540;246;1;390;146;    ;    
11.864;    ;0;176;330;-24;95;53;    ;0;534;246;1;384;146;    ;    
11.964;    ;1;739;196;11;14;86;1;323;204;7;168;53;    ;0;534;246;1;384;146;    ;    
12.064;    ;0;223;230;1;98;46;    ;1;530;246;1;380;146;    ;    
12.564;    ;0;549;214;27;51;62;    ;1;530;246;1;380;146;    ;    
12.664;    ;1;262;252;25;165;24;0;312;382;-22;147;28;    ;1;530;246;1;380;146;    ;    
12.864;    ;1;555;306;36;180;72;    ;0;523;245;1;373;145;    ;    
12.964;    ;1;74;368;13;103;90;    ;0;523;245;1;373;145;    ;    
13.064;    ;1;97;375;40;66;46;    ;0;523;245;1;373;145;    ;    
13.164;    ;1;645;17;-22;29;91;0;501;386;30;166;93;    ;0;523;245;1;373;145;    ;    
13.264;    ;0;267;327;-24;65;73;    ;0;518;246;1;368;146;    ;    
