Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.754;    ;1;372;191;1;96;49;    ;300;200;    ;0;0;    ;320;177;90;32;118;200;285;    ;
0.875;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;150;121;    ;320;177;90;32;118;200;285;    ;
0.983;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.042;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.093;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.160;    ;1;372;191;2;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.209;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;118;    ;320;177;90;32;118;200;285;    ;
1.235;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.254;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.274;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.292;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.318;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.336;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.354;    ;1;372;191;2;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.372;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;118;    ;320;177;90;32;118;200;285;    ;
1.403;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.434;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.470;    ;1;372;191;2;96;49;    ;1;350;250;    ;1;0;117;    ;320;177;90;32;118;200;285;    ;
1.509;    ;1;372;191;1;96;49;    ;1;350;250;    ;1;0;118;    ;320;177;90;32;118;200;285;    ;
