Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
4.997;    ;4;438;23;103;0;0;    ;300;200;    ;    ;353;190;90;35;115;189;273;350;    ;
5.096;    ;4;432;34;113;0;0;    ;4;500;311;    ;    ;353;190;90;36;115;189;272;350;    ;
5.161;    ;4;430;40;113;0;0;    ;4;500;230;    ;    ;353;190;90;36;115;189;272;350;    ;
5.194;    ;4;429;43;101;0;0;    ;4;499;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.227;    ;4;428;46;121;0;0;    ;4;499;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.264;    ;4;428;50;109;0;0;    ;4;498;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.295;    ;4;428;52;104;0;0;    ;4;498;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.327;    ;4;429;54;112;0;0;    ;4;497;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.364;    ;4;429;54;109;0;0;    ;4;497;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.395;    ;4;429;54;106;0;0;    ;4;496;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.426;    ;4;429;54;104;0;0;    ;4;496;75;    ;    ;353;190;90;35;115;189;273;350;    ;
5.467;    ;4;429;54;104;0;0;    ;4;495;75;    ;    ;353;190;90;35;116;189;273;350;    ;
5.494;    ;4;429;54;109;0;0;    ;4;495;75;    ;    ;353;190;90;35;116;189;273;350;    ;
5.525;    ;4;429;54;112;0;0;    ;4;494;75;    ;    ;353;190;90;35;116;190;273;350;    ;
5.563;    ;4;429;54;109;0;0;    ;4;494;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.598;    ;4;429;54;112;0;0;    ;4;493;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.627;    ;4;429;54;112;0;0;    ;4;493;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.664;    ;4;429;54;113;0;0;    ;4;492;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.692;    ;4;429;54;112;0;0;    ;4;492;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.726;    ;4;429;54;113;0;0;    ;4;491;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.765;    ;4;429;54;113;0;0;    ;4;491;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.794;    ;4;429;54;112;0;0;    ;4;490;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.826;    ;4;429;54;108;0;0;    ;4;490;75;    ;    ;353;190;90;35;115;190;273;350;    ;
5.863;    ;4;429;54;107;0;0;    ;4;489;75;    ;    ;353;190;90;35;116;189;273;350;    ;
5.895;    ;4;429;54;104;0;0;    ;4;489;75;    ;    ;353;190;90;35;116;189;273;350;    ;
5.927;    ;4;429;54;107;0;0;    ;4;488;75;    ;    ;353;190;90;35;115;189;273;350;    ;
5.963;    ;4;429;54;110;0;0;    ;4;488;75;    ;    ;353;190;90;35;115;189;272;350;    ;
5.995;    ;4;429;54;104;0;0;    ;4;487;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.027;    ;4;429;54;109;0;0;    ;4;487;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.065;    ;4;429;54;109;0;0;    ;4;486;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.095;    ;4;429;54;109;0;0;    ;4;486;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.128;    ;4;429;54;109;0;0;    ;4;485;75;    ;    ;353;190;90;35;114;189;272;350;    ;
6.166;    ;4;429;54;110;0;0;    ;4;485;74;    ;    ;353;190;90;35;114;189;272;350;    ;
6.195;    ;4;429;54;110;0;0;    ;4;484;74;    ;    ;353;190;90;35;115;189;272;350;    ;
6.227;    ;4;429;54;110;0;0;    ;4;484;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.263;    ;4;429;54;109;0;0;    ;4;483;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.295;    ;4;429;54;110;0;0;    ;4;483;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.327;    ;4;429;54;104;0;0;    ;4;482;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.363;    ;4;429;54;104;0;0;    ;4;482;75;    ;    ;353;190;90;35;115;189;272;350;    ;
6.395;    ;4;429;54;104;0;0;    ;4;481;75;    ;    ;353;190;90;35;115;189;273;350;    ;
6.427;    ;4;429;54;107;0;0;    ;4;481;75;    ;    ;353;190;90;35;116;190;273;350;    ;
6.465;    ;4;429;54;112;0;0;    ;4;480;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.495;    ;4;429;54;113;0;0;    ;4;480;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.528;    ;4;429;54;113;0;0;    ;4;479;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.564;    ;4;429;54;112;0;0;    ;4;479;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.597;    ;4;429;54;113;0;0;    ;4;478;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.628;    ;4;429;54;112;0;0;    ;4;478;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.664;    ;4;429;54;113;0;0;    ;4;477;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.696;    ;4;429;54;112;0;0;    ;4;477;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.728;    ;4;429;54;106;0;0;    ;4;476;75;    ;    ;353;190;90;35;115;190;273;350;    ;
6.764;    ;4;429;54;105;0;0;    ;4;476;75;    ;    ;353;190;90;35;116;190;273;350;    ;
6.795;    ;4;429;54;107;0;0;    ;4;475;75;    ;    ;353;190;90;35;116;190;273;350;    ;
6.827;    ;4;429;54;110;0;0;    ;4;475;75;    ;    ;353;190;90;35;116;189;273;350;    ;
6.864;    ;4;429;54;103;0;0;    ;4;474;75;    ;    ;353;190;90;35;115;189;273;350;    ;
6.895;    ;4;429;54;103;0;0;    ;4;474;75;    ;    ;353;190;90;35;115;189;273;350;    ;
6.928;    ;4;429;54;104;0;0;    ;4;473;75;    ;    ;353;190;90;35;115;189;272;350;    ;
