Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
4.884;    ;1;670;132;-9;0;0;2;373;150;66;91;46;    ;300;200;    ;    ;352;190;90;36;115;191;274;351;    ;
4.904;    ;1;669;132;2;0;0;2;372;150;66;91;47;    ;1;500;153;2;500;232;    ;1;0;126;2;150;130;    ;352;190;90;37;115;191;274;350;    ;
4.933;    ;0;664;49;2;0;0;1;669;132;7;0;0;2;372;150;66;91;47;    ;1;500;153;2;500;153;    ;1;0;111;2;150;130;    ;352;190;90;37;116;188;273;350;    ;
4.969;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;76;1;500;152;2;500;152;    ;0;0;115;1;0;116;2;62;130;    ;352;190;90;35;116;189;273;350;    ;528;196;70;
5.004;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;60;130;    ;352;190;90;35;116;188;273;350;    ;
5.036;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;64;130;    ;352;190;90;35;116;188;273;350;    ;
5.069;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;65;130;    ;352;190;90;35;116;189;273;350;    ;526;196;68;
5.111;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;66;130;    ;352;190;90;35;116;188;273;350;    ;
5.140;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;67;130;    ;352;190;90;35;116;188;273;350;    ;
5.165;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;68;130;    ;352;190;90;35;116;188;273;350;    ;
5.202;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;69;130;    ;352;190;90;35;116;188;273;350;    ;
5.240;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;70;130;    ;352;190;90;35;116;188;273;350;    ;
5.265;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;71;130;    ;352;190;90;35;116;188;273;350;    ;
5.299;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;72;130;    ;352;190;90;35;116;188;273;350;    ;
5.332;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;73;130;    ;352;190;90;35;116;188;273;350;    ;
5.369;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;74;130;    ;352;190;90;35;116;188;273;350;    ;
5.401;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;75;130;    ;352;190;90;35;116;188;273;350;    ;
5.435;    ;0;663;49;1;0;0;1;669;132;6;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;76;130;    ;352;190;90;35;116;188;273;350;    ;
5.463;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;115;2;77;130;    ;352;190;90;35;116;188;273;350;    ;
5.505;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;78;130;    ;352;190;90;35;116;188;273;350;    ;
5.537;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;76;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;79;130;    ;352;190;90;35;116;189;273;350;    ;
5.568;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;80;130;    ;352;190;90;35;116;189;273;350;    ;
5.606;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;81;130;    ;352;190;90;35;116;189;273;350;    ;
5.635;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;82;130;    ;352;190;90;35;116;188;273;350;    ;
5.666;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;83;130;    ;352;190;90;35;116;188;273;350;    ;
5.707;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;84;130;    ;352;190;90;35;116;188;273;350;    ;
5.734;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;86;130;    ;352;190;90;35;116;188;273;350;    ;
5.769;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;86;130;    ;352;190;90;35;116;188;273;350;    ;527;196;68;
5.805;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;87;130;    ;352;190;90;35;116;188;273;350;    ;
5.841;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;89;130;    ;352;190;90;35;116;189;273;350;    ;
5.865;    ;0;663;49;1;0;0;1;669;132;6;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;90;130;    ;352;190;90;35;116;188;273;350;    ;
5.905;    ;0;663;49;2;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;115;2;90;130;    ;352;190;90;35;116;189;273;350;    ;
5.938;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;117;2;92;130;    ;352;190;90;35;116;189;273;350;    ;
5.968;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;93;130;    ;352;190;90;35;116;188;273;350;    ;
6.005;    ;0;663;49;1;0;0;1;669;132;6;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;93;130;    ;352;190;90;35;116;188;273;350;    ;
6.037;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;115;2;95;130;    ;352;190;90;36;116;188;273;350;    ;
6.068;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;76;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;96;130;    ;352;190;90;35;116;188;273;350;    ;526;196;68;
6.106;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;97;130;    ;352;190;90;35;116;188;273;350;    ;
6.139;    ;0;663;49;2;0;0;1;669;132;6;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;98;130;    ;352;190;90;35;116;188;273;350;    ;
6.165;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;91;1;0;115;2;99;130;    ;352;190;90;35;116;189;273;350;    ;
6.204;    ;0;663;49;1;0;0;1;669;132;8;0;0;2;373;150;66;91;47;    ;0;500;75;1;500;152;2;500;152;    ;0;0;90;1;0;117;2;99;130;    ;352;190;90;35;116;188;273;350;    ;
