Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
4.503;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;    
4.524;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.555;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.585;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.619;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.653;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.685;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.723;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.757;    ;0;627;51;0;90;37;    ;300;200;    ;0;0;106;    
4.790;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.831;    ;0;627;51;0;90;37;    ;300;200;    ;0;0;106;    
4.860;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.886;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.919;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
4.953;    ;0;627;51;0;90;37;    ;300;200;    ;0;0;106;    
4.986;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.019;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.054;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.091;    ;0;627;51;0;90;37;    ;300;200;    ;0;0;106;    
5.119;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.160;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.193;    ;0;627;51;0;89;36;    ;300;200;    ;0;0;106;    
5.219;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.254;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.286;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.319;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.354;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.391;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.423;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.458;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.493;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.523;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.560;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.588;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.620;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.658;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.692;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.724;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.761;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.793;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.822;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.860;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.892;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.924;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.961;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
5.987;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.021;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.059;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.092;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.124;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.159;    ;0;627;51;0;89;36;    ;300;200;    ;0;0;106;    
6.192;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.224;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.260;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.292;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.324;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.360;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.392;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.424;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.460;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.490;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.523;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.560;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.598;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.623;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.659;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.691;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.723;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.757;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.791;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.822;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.860;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.892;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.924;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
6.960;    ;0;627;51;0;89;36;    ;300;200;    ;0;0;106;    
6.990;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.025;    ;0;627;51;0;90;37;    ;300;200;    ;0;0;106;    
7.060;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.092;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.121;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.159;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.192;    ;0;627;51;0;89;36;    ;300;200;    ;0;0;106;    
7.223;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.260;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.291;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.314;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.358;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.390;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.423;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.457;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.490;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.523;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.560;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.590;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.615;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.660;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.691;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.723;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.759;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.792;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.824;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.860;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.892;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.924;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.953;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
7.989;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.020;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.054;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.085;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.124;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.153;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.186;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.220;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.258;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.284;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.319;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.355;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.387;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.422;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.460;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.487;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.518;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.555;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.588;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.618;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.655;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.692;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.717;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.752;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.784;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.822;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.860;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.885;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.919;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
8.955;    ;0;627;51;0;90;42;    ;300;200;    ;0;0;106;    
