Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.956;    ;0;615;74;0;89;44;1;631;148;2;91;43;    ;300;200;    ;0;0;    ;    ;
3.979;    ;1;631;148;2;91;43;    ;0;500;240;1;500;240;    ;0;0;106;1;0;125;    ;353;190;90;35;114;192;272;349;    ;
3.999;    ;1;631;148;2;91;43;    ;0;500;240;1;500;240;    ;1;0;125;    ;353;190;90;35;114;192;272;349;    ;
4.022;    ;0;615;74;0;90;45;1;631;147;2;91;43;    ;0;500;240;1;500;240;    ;1;0;125;    ;353;190;90;35;114;192;272;349;    ;
4.054;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;106;1;0;125;    ;353;190;90;35;114;192;272;349;    ;
4.087;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;107;    ;353;190;90;35;114;192;272;349;    ;
4.121;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;108;    ;353;190;90;35;114;192;272;350;    ;
4.156;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;108;    ;353;190;90;35;114;191;272;349;    ;
4.189;    ;0;615;74;0;89;44;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;107;    ;353;190;90;35;114;191;272;349;    ;
4.220;    ;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;107;    ;353;190;90;35;114;191;272;349;    ;
4.272;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;1;0;107;    ;353;190;90;35;114;192;272;349;    ;
4.296;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;107;    ;353;190;90;35;114;192;272;349;    ;
4.323;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;108;    ;353;190;90;35;114;192;272;349;    ;
4.357;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;108;    ;353;190;90;35;114;191;272;350;    ;
4.393;    ;0;615;74;0;89;44;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;108;    ;353;190;90;35;114;191;272;349;    ;
4.429;    ;0;615;74;0;90;45;1;631;148;2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;107;    ;353;190;90;35;114;192;272;349;    ;
4.458;    ;0;615;74;0;89;44;1;631;148;2;91;43;    ;0;500;74;1;500;153;    ;0;0;86;1;0;107;    ;353;190;90;35;114;191;272;349;    ;
