Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.965;    ;0;571;115;-90;0;0;    ;300;200;    ;0;0;    
3.984;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.000;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.033;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.073;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.102;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.136;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.170;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.204;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.236;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.273;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.308;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.350;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.376;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.402;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.440;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.469;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.502;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.540;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.572;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.604;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.641;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.672;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.704;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.741;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.772;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.804;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.841;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.872;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.904;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.940;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
4.972;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.004;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.040;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.072;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.104;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.140;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.172;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.204;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.239;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.273;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.304;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.340;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.372;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.404;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.440;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.472;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.504;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.541;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.573;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.604;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.641;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.672;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.706;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.740;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.772;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.804;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.840;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.872;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.904;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.941;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
5.972;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.007;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.040;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.070;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.103;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.143;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.171;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.203;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.241;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.272;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.304;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.341;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.372;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.404;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.440;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.473;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.505;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.540;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.572;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.604;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.641;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.672;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.704;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.738;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.771;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.804;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.841;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.873;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.905;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.941;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
6.975;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.005;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.041;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.073;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.105;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.141;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.173;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.206;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.241;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.273;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.304;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
7.342;    ;0;571;115;-90;0;0;    ;0;400;150;    ;    
