Time (s);id;Xcar;Ycar;speed;direction
37.657;    ;0;604;248;2;95;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.694;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
37.722;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
37.755;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.792;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
37.825;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.855;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.890;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.922;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.957;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
37.993;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.022;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
38.054;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.091;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.125;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.157;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.193;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.224;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.257;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.294;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
38.326;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.357;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.394;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.425;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.457;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.493;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.525;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.566;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
38.595;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.627;    ;0;604;248;2;95;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.658;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.694;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.726;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.759;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.794;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.826;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.858;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.894;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
38.925;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
38.957;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
38.994;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.025;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.057;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.093;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.126;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.158;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.194;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.226;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.258;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.294;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
39.326;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.357;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.393;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.425;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.457;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.493;    ;0;604;248;2;95;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.525;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.557;    ;0;604;248;2;95;44;1;615;156;0;92;44;    ;1;300;130;0;420;261
39.593;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
39.625;    ;0;604;248;2;96;44;1;615;156;0;92;44;    ;1;300;131;0;420;262
