Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.146;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;300;200;    ;0;0;    
3.197;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;499;240;1;500;240;    ;0;150;102;1;150;119;    ;569;149;28;583;59;28
3.241;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;159;1;500;336;    ;0;150;106;1;150;124;    ;569;149;28;583;59;28
3.286;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;246;1;500;246;    ;0;64;97;1;43;125;    ;569;149;28;583;59;28
3.339;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;60;106;1;45;125;    ;569;149;28;583;59;28
3.397;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;63;106;1;47;125;    ;569;149;28;583;62;27
3.460;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;65;106;1;48;125;    ;569;149;28;583;59;28
3.513;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;68;106;1;51;125;    ;569;149;28;583;61;27
3.565;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;70;106;1;52;125;    ;569;149;28;583;59;28
3.613;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;72;106;1;54;125;    ;569;149;28;583;62;27
3.666;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;74;106;1;56;125;    ;569;149;28;583;62;27
3.716;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;335;1;500;249;    ;0;77;106;1;57;125;    ;569;149;28;583;59;28
3.766;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;335;1;500;249;    ;0;79;106;1;59;125;    ;569;149;28;583;61;27
3.815;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;81;106;1;61;125;    ;569;149;28;583;59;28
3.865;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;83;106;1;62;125;    ;569;149;28;583;59;28
3.913;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;85;106;1;64;125;    ;569;149;28;583;59;28
3.964;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;336;1;500;249;    ;0;88;106;1;65;125;    ;569;149;28;583;61;27
4.017;    ;0;318;62;-2;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;245;    ;0;90;106;1;67;125;    ;569;149;28;583;59;28
4.066;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;245;    ;0;92;106;1;69;125;    ;569;149;28;583;59;28
4.112;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;500;332;1;500;246;    ;0;94;106;1;70;125;    ;569;149;28;583;59;28
4.159;    ;0;318;62;-2;98;50;1;364;172;11;98;48;    ;0;500;334;1;500;246;    ;0;96;106;1;72;125;    ;569;149;28;583;61;27
4.207;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;98;106;1;73;125;    ;569;149;28;583;59;28
4.255;    ;0;318;62;-2;98;50;1;364;172;11;98;48;    ;0;500;333;1;500;246;    ;0;100;106;1;75;125;    ;569;149;28;583;59;28
