Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.900;    ;1;368;262;0;96;44;    ;300;200;    ;0;0;    ;320;177;90;32;118;199;284;    ;
0.923;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;150;76;    ;320;177;90;32;118;199;284;    ;
0.945;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
0.966;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.039;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.061;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.080;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.097;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.115;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.133;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.151;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.167;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.183;    ;1;368;262;0;96;45;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.315;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.335;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.358;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.378;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.403;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.421;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.441;    ;1;368;262;0;96;45;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;285;    ;
1.458;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;285;    ;
1.486;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.522;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.560;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.590;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.623;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.657;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.689;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.722;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.761;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.792;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.822;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.855;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.886;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.927;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.961;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
1.993;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
2.029;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
2.053;    ;1;368;262;0;96;45;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
2.089;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
2.127;    ;1;368;262;0;96;44;    ;1;350;250;    ;1;0;104;    ;320;177;90;32;118;199;284;    ;
