Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.155;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;300;200;    ;0;0;    
3.208;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;499;71;1;500;159;    ;0;150;102;1;150;119;    
3.257;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;499;71;1;500;159;    ;0;150;86;1;150;114;    
3.319;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;71;1;500;159;    ;0;58;86;1;44;114;    
3.369;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;75;1;500;162;    ;0;57;86;1;46;114;    
3.412;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;497;71;1;500;159;    ;0;63;86;1;47;114;    ;567;142;28
3.454;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;159;1;500;336;    ;0;59;86;1;49;114;    ;567;142;28
3.502;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;249;1;500;249;    ;0;72;97;1;50;125;    ;565;134;27
3.543;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;69;106;1;52;125;    ;567;142;28
3.589;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;70;106;1;53;125;    ;567;142;28
3.634;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;72;106;1;54;125;    ;567;142;28
3.679;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;74;106;1;56;125;    ;567;142;28
3.721;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;76;106;1;57;125;    ;567;142;28
3.764;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;78;106;1;59;125;    ;565;134;27
3.807;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;80;106;1;60;125;    ;567;142;28
3.847;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;82;106;1;62;125;    ;567;142;28
3.887;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;83;106;1;63;125;    ;565;134;27;583;61;27
3.927;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;85;106;1;64;125;    ;567;142;28
3.971;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;87;106;1;66;125;    ;565;134;27
4.016;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;89;106;1;67;125;    ;565;134;27
4.063;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;334;1;500;246;    ;0;91;106;1;68;125;    ;565;134;27
4.106;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;93;106;1;70;125;    ;567;142;28
4.151;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;95;106;1;71;125;    ;567;142;28
4.200;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;97;106;1;73;125;    ;567;142;28
4.243;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;99;106;1;74;125;    ;567;142;28;583;61;27
4.286;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;101;106;1;76;125;    ;567;142;28;583;62;27
4.330;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;102;106;1;77;125;    ;565;134;27
4.376;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;104;106;1;79;125;    ;567;142;28
4.419;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;106;106;1;80;125;    ;565;134;27
4.459;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;108;106;1;82;125;    ;565;134;27
4.508;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;110;106;1;83;125;    ;565;134;27
4.548;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;112;106;1;84;125;    ;567;142;28
4.588;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;245;    ;0;114;106;1;86;125;    ;567;142;28
4.627;    ;0;318;62;-1;98;51;1;364;172;11;98;48;    ;0;498;333;1;500;245;    ;0;115;106;1;87;125;    ;567;134;27;583;61;27
4.667;    ;0;318;62;-2;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;117;106;1;88;125;    ;567;142;28
4.709;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;119;106;1;90;125;    ;567;142;28
4.749;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;121;106;1;91;125;    ;565;134;27
4.790;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;122;106;1;92;125;    ;567;142;28
4.830;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;124;106;1;94;125;    ;567;142;28
4.871;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;126;106;1;95;125;    ;565;134;27
4.910;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;128;106;1;96;125;    ;567;142;28
4.949;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;129;106;1;98;125;    ;567;142;28
4.987;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;131;106;1;99;125;    ;567;142;28
5.025;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;133;106;1;100;125;    ;565;134;27
5.063;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;335;1;500;249;    ;0;134;106;1;101;125;    ;567;142;28
5.103;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;136;106;1;103;125;    ;567;142;28
5.141;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;138;106;1;104;125;    ;567;142;28
5.179;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;139;106;1;105;125;    ;568;134;28
5.217;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;334;1;500;246;    ;0;141;106;1;106;125;    ;567;142;28
5.255;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;143;106;1;108;125;    ;567;142;28
5.293;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;144;106;1;109;125;    ;567;142;28
5.331;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;146;106;1;110;125;    ;565;134;27
5.370;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;148;106;1;111;125;    ;565;134;27
5.407;    ;0;318;62;0;98;50;1;364;172;11;98;48;    ;0;498;333;1;500;246;    ;0;149;106;1;113;125;    ;567;142;28
5.444;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;336;1;500;249;    ;0;150;106;1;114;125;    ;565;134;27;583;61;27
5.483;    ;0;318;62;-1;98;50;1;364;172;11;98;48;    ;0;498;332;1;500;246;    ;0;150;106;1;115;125;    ;565;134;27
