Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.520;    ;0;632;237;1;91;43;1;613;64;3;91;45;    ;300;200;    ;0;0;    
3.536;    ;0;634;237;1;91;43;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;55;1;0;133;    
3.571;    ;0;636;237;1;91;43;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;85;1;0;133;    
3.606;    ;0;641;237;1;91;43;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;115;1;0;133;    
3.639;    ;0;647;237;1;91;42;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;115;1;0;133;    
3.674;    ;0;654;236;2;90;42;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;115;1;0;133;    
3.706;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;115;1;0;133;    
3.737;    ;0;675;235;-90;0;0;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.771;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;0;0;85;1;0;133;    
3.802;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.835;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.871;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.905;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.937;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
3.973;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.005;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.037;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.073;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.105;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.137;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.173;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.205;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.237;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.273;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.305;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.337;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.373;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.405;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.437;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.478;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.505;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.537;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.573;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.605;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.638;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.673;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.705;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.737;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.774;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.805;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.837;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.871;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.903;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.935;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
4.971;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.003;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.035;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.071;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.103;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.135;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.171;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.203;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.235;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.271;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.303;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.337;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.371;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.403;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.437;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.470;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.503;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.535;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.570;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.602;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.634;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.670;    ;1;613;64;3;92;45;    ;0;550;246;1;400;146;    ;1;0;133;    
5.702;    ;1;613;64;3;91;45;    ;0;550;246;1;400;146;    ;1;0;133;    
