Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.854;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;300;200;    ;0;0;    ;320;177;90;32;118;199;284;    ;
0.873;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;115;1;0;136;    ;320;177;90;32;118;199;284;    ;
0.972;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
0.997;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.022;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.043;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.065;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.084;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.104;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.121;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.141;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.161;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.187;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.223;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.255;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.287;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.321;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.352;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.389;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.421;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.454;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.486;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.521;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.570;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.593;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.636;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.656;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.704;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.726;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.764;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.798;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.838;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.872;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.905;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.943;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
1.975;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.021;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.044;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.075;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.098;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.126;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.158;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.189;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.225;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.260;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.298;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.327;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.354;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.396;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.427;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.453;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.498;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.523;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.554;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.596;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.625;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.659;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.692;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.722;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.758;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.796;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.826;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.856;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
2.893;    ;0;404;90;0;96;48;1;404;176;0;96;43;    ;0;250;100;1;350;250;    ;0;0;86;1;0;118;    ;320;177;90;32;118;199;284;    ;
