Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
0.924;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;300;200;    ;0;0;    ;320;177;90;32;117;200;285;    ;
1.035;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;115;1;0;136;2;150;130;    ;320;177;90;32;117;200;285;    ;
1.059;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;94;1;0;115;2;29;115;    ;320;177;90;32;117;200;285;    ;
1.083;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;29;115;    ;320;177;90;32;117;200;285;    ;
1.102;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;30;115;    ;320;177;90;32;117;200;285;    ;
1.123;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;30;115;    ;320;177;90;32;117;199;285;    ;
1.140;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;30;115;    ;320;177;90;32;117;199;285;    ;
1.163;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;30;115;    ;320;177;90;32;117;200;285;    ;
1.183;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;31;115;    ;320;177;90;32;117;200;285;    ;
1.204;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;31;115;    ;320;177;90;32;117;199;285;    ;
1.238;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;31;130;    ;320;177;90;32;117;200;285;    ;
1.268;    ;0;554;59;3;0;0;1;562;159;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;32;115;    ;320;177;90;32;117;200;285;    ;
1.302;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;32;115;    ;320;177;90;32;117;200;285;    ;
1.339;    ;0;554;59;0;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;33;130;    ;320;177;90;32;117;199;285;    ;
1.380;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;92;1;0;116;2;33;130;    ;320;177;90;32;117;200;285;    ;
1.401;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;34;115;    ;320;177;90;32;117;200;285;    ;
1.448;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;34;115;    ;320;177;90;32;117;200;285;    ;
1.466;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;35;115;    ;320;177;90;32;117;200;285;    ;
1.499;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;35;130;    ;320;177;90;32;117;200;285;    ;
1.534;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;35;115;    ;320;177;90;32;117;200;285;    ;
1.569;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;36;115;    ;320;177;90;32;117;200;285;    ;
1.598;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;36;115;    ;320;177;90;32;117;200;285;    ;
1.639;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;37;130;    ;320;177;90;32;117;200;285;    ;
1.671;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;37;115;    ;320;177;90;32;117;200;285;    ;
1.699;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;38;115;    ;320;177;90;32;117;199;285;    ;
1.735;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;38;115;    ;320;177;90;32;117;199;285;    ;
1.774;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;39;115;    ;320;177;90;32;117;199;285;    ;
1.807;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;39;115;    ;320;177;90;32;117;200;285;    ;
1.842;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;40;115;    ;320;177;90;32;117;199;285;    ;
1.872;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;40;115;    ;320;177;90;32;117;200;285;    ;
1.906;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;41;115;    ;320;177;90;32;117;200;285;    ;
1.944;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;41;115;    ;320;177;90;32;117;200;285;    ;
1.976;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;42;115;    ;320;177;90;32;117;200;285;    ;
2.005;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;42;115;    ;320;177;90;32;117;200;285;    ;
2.044;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;79;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;42;115;    ;320;177;90;32;117;199;285;    ;
2.069;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;43;130;    ;320;177;90;32;117;200;285;    ;
2.109;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;43;130;    ;320;177;90;32;117;200;285;    ;
2.139;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;80;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;44;130;    ;320;177;90;32;117;200;285;    ;
2.173;    ;0;554;59;3;0;0;1;562;159;-5;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;44;130;    ;320;177;90;32;117;200;285;    ;
2.203;    ;0;554;59;2;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;45;115;    ;320;177;90;32;117;200;285;    ;
2.241;    ;0;554;59;3;0;0;1;562;160;-5;0;0;2;342;65;79;0;0;    ;0;300;100;1;450;250;    ;0;0;94;1;0;115;2;45;115;    ;320;177;90;32;117;200;285;    ;
2.270;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;116;2;46;130;    ;320;177;90;32;117;200;285;    ;
2.306;    ;0;554;59;3;0;0;1;562;160;-6;0;0;2;342;65;-7;0;0;    ;0;300;100;1;450;250;    ;0;0;95;1;0;115;2;46;115;    ;320;177;90;32;117;200;285;    ;
