Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.099;    ;0;546;72;80;0;0;1;539;122;-4;0;0;    ;300;200;    ;0;0;    
3.122;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;499;240;1;500;240;    ;0;0;106;1;0;111;    ;549;101;50;549;101;50
3.143;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;161;1;500;334;    ;0;150;106;1;150;114;    ;549;101;50;549;101;50
3.169;    ;0;546;72;80;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;247;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.229;    ;0;546;72;76;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;114;    ;549;101;50;549;101;50
3.257;    ;0;546;72;78;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;124;    ;549;101;50;549;101;50
3.282;    ;0;546;72;79;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.305;    ;0;546;72;78;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.339;    ;0;546;72;75;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.369;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.443;    ;0;546;72;78;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.481;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.522;    ;0;546;72;80;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.555;    ;0;546;72;79;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.579;    ;0;546;72;77;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.599;    ;0;546;72;73;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.632;    ;0;546;72;78;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.671;    ;0;546;72;73;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.707;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;51;549;101;51
3.736;    ;0;546;72;74;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.774;    ;0;546;72;78;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.807;    ;0;546;72;80;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.839;    ;0;546;72;78;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.872;    ;0;546;72;79;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.903;    ;0;546;72;76;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.934;    ;0;546;72;76;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
3.977;    ;0;546;72;79;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.001;    ;0;546;72;77;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.035;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.073;    ;0;546;72;76;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.105;    ;0;546;72;78;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.137;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.174;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.204;    ;0;546;72;79;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.236;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.274;    ;0;546;72;77;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.305;    ;0;546;72;76;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.337;    ;0;546;72;78;0;0;1;539;122;-5;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.376;    ;0;546;72;76;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.403;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.436;    ;0;546;72;77;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.473;    ;0;546;72;73;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.505;    ;0;546;72;78;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.537;    ;0;546;72;76;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.574;    ;0;546;72;77;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.605;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.637;    ;0;546;72;75;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.673;    ;0;546;72;73;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.705;    ;0;546;72;77;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.737;    ;0;546;72;77;0;0;1;538;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.773;    ;0;546;72;80;0;0;1;538;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.805;    ;0;546;72;79;0;0;1;538;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;51;549;101;51
4.837;    ;0;546;72;78;0;0;1;538;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.874;    ;0;546;72;78;0;0;1;538;122;-7;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.906;    ;0;546;72;78;0;0;1;538;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;124;    ;549;101;50;549;101;50
4.937;    ;0;546;72;78;0;0;1;538;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
4.974;    ;0;546;72;76;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.005;    ;0;546;72;79;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.037;    ;0;546;72;79;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.073;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.105;    ;0;546;72;78;0;0;1;539;122;-4;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.141;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.173;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.202;    ;0;546;72;77;0;0;1;539;122;-6;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
5.235;    ;0;546;72;79;0;0;1;539;122;-3;0;0;    ;0;500;247;1;500;334;    ;0;0;106;1;0;125;    ;549;101;50;549;101;50
