Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
5.027;    ;2;215;325;0;92;50;    ;300;200;    ;    ;353;190;90;35;116;189;274;351;    ;230;320;47;368;241;27;88;185;28;338;156;46;114;81;48;533;73;27;
5.065;    ;1;326;156;3;90;47;2;216;324;0;91;50;    ;2;500;231;    ;2;150;70;    ;353;190;90;35;116;189;274;350;    ;368;241;27;89;185;28;338;156;46;115;82;48;532;73;27;
5.094;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;1;500;152;2;500;312;    ;1;150;140;2;150;85;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;115;82;49;532;73;27;
5.124;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;499;152;1;500;152;2;500;311;    ;0;150;115;1;150;112;2;140;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.157;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;499;152;1;500;152;2;500;311;    ;0;150;75;1;85;112;2;142;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.183;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;498;152;1;500;152;2;500;311;    ;0;150;76;1;86;112;2;145;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.218;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;498;152;1;500;152;2;500;311;    ;0;150;76;1;87;112;2;147;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.258;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;497;152;1;500;152;2;500;311;    ;0;150;76;1;89;112;2;149;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.287;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;497;152;1;500;152;2;500;311;    ;0;150;76;1;91;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.324;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;496;152;1;500;152;2;500;311;    ;0;150;76;1;92;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.355;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;496;152;1;500;152;2;500;311;    ;0;150;76;1;93;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.388;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;495;152;1;500;152;2;500;311;    ;0;150;76;1;95;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.422;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;495;152;1;500;152;2;500;311;    ;0;150;76;1;96;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.456;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;494;152;1;500;152;2;500;311;    ;0;150;76;1;97;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.489;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;494;152;1;500;152;2;500;311;    ;0;150;76;1;99;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.524;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;493;152;1;500;152;2;500;311;    ;0;150;76;1;100;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.557;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;493;152;1;500;152;2;500;311;    ;0;150;76;1;102;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.590;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;492;152;1;500;152;2;500;311;    ;0;150;76;1;103;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.626;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;492;152;1;500;152;2;500;311;    ;0;150;76;1;104;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.654;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;491;152;1;500;152;2;500;311;    ;0;150;76;1;106;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.687;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;491;152;1;500;152;2;500;311;    ;0;150;76;1;107;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.722;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;490;152;1;500;152;2;500;311;    ;0;150;76;1;108;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.756;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;490;152;1;500;152;2;500;311;    ;0;150;76;1;110;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.786;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;489;152;1;500;152;2;500;311;    ;0;150;76;1;111;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.824;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;489;152;1;500;152;2;500;311;    ;0;150;76;1;112;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.856;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;488;152;1;500;152;2;500;311;    ;0;150;76;1;114;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.888;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;488;152;1;500;152;2;500;311;    ;0;150;76;1;115;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.928;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;487;152;1;500;152;2;500;311;    ;0;150;76;1;117;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.957;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;487;152;1;500;152;2;500;311;    ;0;150;76;1;118;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
5.987;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;486;152;1;500;152;2;500;311;    ;0;150;76;1;120;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
6.020;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;486;152;1;500;152;2;500;311;    ;0;150;76;1;121;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
6.052;    ;0;97;75;-23;96;47;1;327;155;3;90;47;2;216;324;0;91;50;    ;0;485;152;1;500;152;2;500;311;    ;0;150;76;1;122;112;2;150;98;    ;353;190;90;36;115;189;273;350;    ;368;240;27;89;185;28;532;73;28;
