Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.492;    ;0;577;262;0;92;43;1;547;91;0;89;44;    ;300;200;    ;0;0;    
3.507;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;0;57;1;0;143;    
3.544;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
3.578;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;109;97;1;0;143;    
3.611;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;110;97;1;0;143;    
3.646;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;112;97;1;0;143;    
3.678;    ;0;576;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;114;97;1;0;143;    
3.710;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;124;97;1;0;143;    
3.746;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;110;97;1;0;143;    
4.579;    ;0;577;262;0;90;42;1;548;90;0;89;45;    ;0;800;247;1;400;147;    ;    
4.611;    ;0;576;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.647;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.679;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.711;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.747;    ;0;577;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.779;    ;0;580;262;0;92;42;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.811;    ;0;585;262;0;93;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;150;97;1;0;143;    
4.847;    ;0;591;261;1;92;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;135;97;1;0;143;    
4.879;    ;0;599;261;1;92;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;132;97;1;0;143;    
4.911;    ;0;609;261;1;92;43;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;109;97;1;0;143;    
4.946;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;0;97;1;0;143;    
4.978;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.010;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.046;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.084;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.111;    ;0;682;259;-90;0;0;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.146;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;0;57;1;0;143;    
5.178;    ;0;704;258;-90;0;0;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.210;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;0;0;57;1;0;143;    
5.246;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.278;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.310;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.346;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.378;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.410;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.451;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.478;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.510;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.546;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.578;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.610;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.646;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.676;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.710;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.746;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.778;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.810;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.846;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.878;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.910;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.946;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
5.978;    ;1;547;91;0;89;44;    ;0;800;247;1;400;147;    ;1;0;143;    
