Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.482;    ;1;181;142;-1;90;43;    ;300;200;    ;0;0;    
3.506;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;150;98;    
3.537;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;0;118;    
3.570;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;58;102;    
3.602;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;59;102;    
3.638;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;60;102;    
3.670;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;61;102;    
3.702;    ;1;181;142;-1;90;43;    ;1;299;196;    ;1;61;102;    
3.738;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;62;101;    
3.770;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;56;102;    
3.802;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;64;101;    
3.838;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;65;101;    
3.870;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;66;101;    
3.902;    ;1;181;142;-1;90;43;    ;1;298;196;    ;1;67;101;    
3.938;    ;1;181;142;-1;90;43;    ;1;297;196;    ;1;67;101;    
3.970;    ;1;182;142;-1;90;43;    ;1;297;196;    ;1;61;102;    
4.002;    ;1;184;142;-2;90;44;    ;1;297;196;    ;1;61;102;    
4.038;    ;1;187;142;-3;90;43;    ;1;297;196;    ;1;53;101;    
4.070;    ;1;190;143;-5;91;43;    ;1;297;196;    ;1;48;101;    
4.102;    ;1;194;144;-6;90;43;    ;1;297;196;    ;1;44;99;    
4.138;    ;1;198;145;-7;90;43;    ;1;296;196;    ;1;36;100;    
4.170;    ;1;203;146;-6;89;42;    ;1;296;196;    ;1;31;100;    
4.202;    ;1;209;146;-6;90;43;    ;1;296;196;    ;1;25;103;    
4.238;    ;1;215;147;-6;89;43;    ;1;296;196;    ;1;16;109;    
4.270;    ;1;222;148;-6;89;43;    ;1;296;196;    ;1;18;107;    
4.302;    ;1;229;149;-6;89;43;    ;1;296;196;    ;1;3;118;    
4.338;    ;1;237;150;-6;88;43;    ;1;295;196;    ;1;1;118;    
4.370;    ;1;245;150;-6;88;43;    ;1;295;196;    ;1;0;118;    
4.402;    ;1;253;151;-6;87;43;    ;1;295;196;    ;1;0;118;    
4.438;    ;1;261;152;-6;88;43;    ;1;295;196;    ;1;0;118;    
4.470;    ;1;269;153;-5;87;43;    ;1;295;196;    ;1;0;118;    
4.502;    ;1;276;154;-5;87;43;    ;1;295;196;    ;1;0;118;    
4.538;    ;1;284;154;-5;87;43;    ;1;294;196;    ;1;0;118;    
4.570;    ;1;291;155;-5;87;43;    ;1;294;196;    ;1;0;118;    
4.602;    ;1;298;156;-5;87;43;    ;1;294;196;    ;1;0;118;    
4.638;    ;1;305;157;-5;87;43;    ;1;294;196;    ;1;0;118;    
4.670;    ;1;312;158;-6;87;43;    ;1;294;196;    ;1;0;118;    
4.702;    ;1;317;158;-6;87;43;    ;1;294;196;    ;1;0;118;    
4.738;    ;1;323;159;-6;87;43;    ;1;293;196;    ;1;0;118;    
4.770;    ;1;328;160;-7;87;43;    ;1;293;196;    ;1;0;118;    
4.802;    ;1;332;161;-7;87;43;    ;1;293;196;    ;1;0;118;    
4.838;    ;1;337;161;-7;86;43;    ;1;293;196;    ;1;0;118;    
4.876;    ;1;340;162;-8;86;43;    ;1;293;196;    ;1;0;118;    
4.903;    ;1;344;162;-8;86;43;    ;1;293;196;    ;1;0;118;    
4.938;    ;1;347;163;-8;86;43;    ;1;292;196;    ;1;0;118;    
4.970;    ;1;349;163;-8;86;43;    ;1;292;196;    ;1;0;118;    
5.002;    ;1;352;164;-8;86;43;    ;1;292;196;    ;1;0;118;    
