Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
4.010;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;    
4.027;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.059;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.092;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.123;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.157;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.192;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.228;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.261;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
4.296;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.327;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
4.363;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.395;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
4.428;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;97;1;0;123;    
4.463;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
4.503;    ;0;591;133;3;92;45;1;496;54;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
4.524;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.558;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.593;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.624;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.661;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
4.694;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
4.727;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.763;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.793;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.826;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.863;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.893;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.925;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
4.961;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
4.994;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.027;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
5.063;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
5.094;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.126;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.163;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.195;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.228;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.263;    ;0;591;133;4;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
5.296;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;122;    
5.327;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.363;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.394;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.426;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.463;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.495;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.527;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.563;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
5.595;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;122;    
5.627;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;122;    
5.664;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
5.695;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.727;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.766;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;97;1;0;123;    
5.794;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
5.827;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.863;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
5.893;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.926;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.963;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
5.995;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.027;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;97;1;0;123;    
6.069;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
6.094;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.124;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.162;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.194;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.226;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.265;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.297;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.328;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.363;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.395;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.426;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.462;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.495;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.524;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.559;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.591;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.625;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.662;    ;0;591;133;4;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;97;1;0;123;    
6.695;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;122;    
6.726;    ;0;591;133;4;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;97;1;0;123;    
6.763;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;122;    
6.792;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.826;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
6.864;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.894;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.927;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.963;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
6.995;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.026;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.064;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.094;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.126;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.163;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.194;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.226;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
7.263;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
7.295;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.326;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
7.364;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.393;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
7.426;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.463;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.495;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.526;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.563;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
7.595;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
7.626;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
7.672;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
7.689;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
7.722;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;122;    
7.761;    ;0;591;133;4;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
7.794;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;97;1;0;123;    
7.826;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.855;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;123;    
7.890;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;123;    
7.920;    ;0;591;133;3;92;45;1;496;55;1;89;44;    ;300;200;    ;0;0;96;1;0;122;    
7.956;    ;0;591;133;3;92;45;1;496;55;2;89;45;    ;300;200;    ;0;0;96;1;0;122;    
