Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.040;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;300;200;    ;0;0;    ;    ;
3.062;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;240;1;500;240;    ;0;0;106;1;0;125;    ;353;190;90;35;114;190;273;349;    ;
3.080;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;106;1;0;120;    ;353;190;90;35;114;190;273;349;    ;
3.114;    ;0;615;68;0;91;45;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.151;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;87;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.185;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.218;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.255;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.294;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.315;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.352;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.394;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.427;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.462;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.483;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.518;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.554;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.585;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.618;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.654;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.686;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
3.719;    ;0;615;68;-1;91;44;1;624;153;-2;91;43;    ;0;500;74;1;500;152;    ;0;0;86;1;0;103;    ;353;190;90;35;114;190;273;349;    ;
