2.974;530;203;300;200
2.994;530;203;200;199
3.028;530;203;200;199
3.063;530;203;200;199
3.095;530;204;200;199
3.131;531;203;200;199
3.162;530;204;200;199
3.195;531;203;200;199
3.230;530;203;200;199
3.262;531;203;200;199
3.294;531;203;200;199
3.330;531;203;200;199
3.362;531;204;200;199
3.394;531;203;200;199
3.430;530;204;200;199
3.460;531;204;200;199
3.492;531;204;200;199
3.530;531;203;200;199
3.562;530;204;200;199
3.595;530;203;200;199
3.630;531;204;200;199
3.662;530;204;200;199
3.695;531;204;200;199
3.729;531;204;200;199
3.762;530;203;200;199
3.794;530;203;200;199
3.831;531;203;200;199
3.863;530;203;200;199
3.895;530;203;200;199
3.930;531;203;200;199
3.963;530;203;200;199
3.995;531;204;200;199
4.031;530;204;200;199
4.063;530;203;200;199
4.095;530;203;200;199
4.130;531;203;200;199
4.163;530;203;200;199
4.195;531;203;200;199
4.230;531;203;200;199
4.263;531;203;200;199
4.294;531;204;200;199
4.330;530;203;200;199
4.363;530;203;200;199
4.395;531;203;200;199
4.430;530;203;200;199
4.468;530;203;200;199
4.497;531;204;200;199
4.530;531;203;200;199
4.563;531;203;200;199
4.596;531;203;200;199
4.631;531;204;200;199
4.663;531;203;200;199
4.695;530;204;200;199
4.731;531;203;200;199
4.762;530;204;200;199
4.794;530;204;200;199
4.830;531;204;200;199
4.863;531;203;200;199
4.893;531;204;200;199
4.930;530;203;200;199
4.962;530;204;200;199
4.994;530;203;200;199
5.031;530;204;200;199
5.062;530;203;200;199
5.095;531;204;200;199
5.131;531;203;200;199
5.163;530;203;200;199
5.195;531;203;200;199
5.231;531;203;200;199
5.263;531;203;200;199
5.295;530;204;200;199
5.331;531;203;200;199
5.363;531;203;200;199
5.395;531;203;200;199
5.432;531;204;200;199
5.463;531;203;200;199
5.495;531;204;200;199
5.531;531;203;200;199
5.563;531;203;200;199
5.595;531;203;200;199
5.632;531;204;200;199
5.663;530;203;200;199
5.695;530;204;200;199
5.731;530;203;200;199
5.763;530;204;200;199
5.795;531;204;200;199
5.831;530;204;200;199
5.863;530;203;200;199
5.895;531;203;200;199
5.931;530;204;200;199
5.963;530;203;200;199
5.995;531;203;200;199
6.031;530;203;200;199
6.063;531;203;200;199
6.095;530;203;200;199
6.132;531;203;200;199
6.163;531;203;200;199
6.195;531;203;200;199
6.231;530;203;200;199
6.263;531;203;200;199
6.295;531;204;200;199
6.331;531;204;200;199
6.363;531;204;200;199
6.395;531;203;200;199
6.431;531;203;200;199
6.463;531;203;200;199
6.495;530;203;200;199
6.531;530;203;200;199
6.563;530;203;200;199
6.595;530;203;200;199
6.632;531;204;200;199
6.664;531;203;200;199
6.695;530;204;200;199
6.731;530;203;200;199
6.763;530;203;200;199
6.795;530;203;200;199
6.831;530;204;200;199
6.863;530;203;200;199
6.895;531;204;200;199
6.931;531;204;200;199
6.963;531;203;200;199
6.995;531;203;200;199
