4.016;543;60
4.031;544;60
4.070;544;60
4.102;543;60
4.134;544;60
4.170;543;60
4.202;543;60
4.234;544;60
4.270;544;60
4.302;543;60
4.334;544;60
4.370;543;60
4.402;543;60
4.434;543;60
4.470;543;60
4.502;544;60
4.534;544;60
4.570;544;60
4.602;543;60
4.634;543;60
4.670;544;60
4.702;544;60
4.734;544;60
4.770;544;60
4.802;543;60
4.834;544;60
4.870;544;60
4.902;544;60
4.934;543;60
4.970;544;60
5.002;544;60
5.034;544;60
5.070;544;60
5.102;544;60
5.134;544;60
5.170;544;60
5.202;544;60
5.234;544;60
5.270;544;60
5.302;544;60
5.334;544;60
5.370;544;60
5.402;544;60
5.434;543;60
5.479;544;60
5.507;544;60
5.534;543;60
5.570;544;60
5.602;543;60
5.634;543;60
5.670;544;60
5.702;544;60
5.734;544;60
5.770;544;60
5.802;543;60
5.834;543;60
5.870;544;60
5.902;543;60
5.934;544;60
5.970;543;60
6.002;543;60
6.034;544;60
6.070;543;60
6.102;544;60
6.134;544;60
6.170;544;60
6.202;544;60
6.234;544;60
6.270;543;60
6.302;544;60
6.334;544;60
6.370;544;60
6.402;544;60
6.434;543;60
6.470;544;60
6.502;543;60
6.534;544;60
6.570;544;60
6.602;544;60
6.634;544;60
6.670;543;60
6.702;544;60
6.734;543;60
6.770;544;60
6.802;544;60
6.834;543;60
6.870;543;60
6.902;544;60
6.934;543;60
6.970;544;60
7.002;544;60
7.034;544;60
7.070;544;60
7.102;544;60
7.134;544;60
7.170;544;60
7.202;543;60
7.234;544;60
7.270;544;60
7.302;543;60
7.334;544;60
7.370;544;60
7.402;544;60
7.434;544;60
7.470;544;60
7.502;544;60
7.534;544;60
7.570;544;60
7.602;544;60
7.634;543;60
7.670;543;60
7.700;544;60
7.731;544;60
7.767;544;60
7.800;544;60
7.834;544;60
7.870;543;60
7.899;543;60
7.931;543;60
7.970;544;60
8.000;543;60
8.035;544;60
8.069;544;60
8.102;544;60
8.134;544;60
8.171;544;60
8.203;544;60
8.235;544;60
8.271;544;60
8.303;544;60
8.335;544;60
8.371;544;60
8.403;544;60
8.434;544;60
8.471;544;60
8.503;544;60
8.536;544;60
8.571;544;60
8.604;544;60
8.634;544;60
8.670;544;60
8.703;544;60
8.735;544;60
8.771;544;60
8.802;544;60
8.834;544;60
8.870;544;60
8.902;544;60
8.933;543;60
8.969;544;60
9.001;544;60
9.034;544;60
9.070;544;60
9.102;544;60
9.134;544;60
9.170;543;60
9.202;543;60
9.234;544;60
9.270;543;60
9.303;543;60
9.334;543;60
9.370;542;60
9.402;542;60
9.434;541;60
9.470;540;60
9.502;539;60
9.533;538;60
9.570;538;60
9.602;537;60
9.634;535;60
9.670;534;60
9.702;533;60
9.734;532;60
9.770;530;60
9.802;529;60
9.834;527;60
9.870;526;60
9.902;524;60
9.935;522;60
9.970;521;60
9.999;519;60
10.031;517;60
10.070;515;60
10.101;513;60
10.134;511;60
10.170;509;60
10.202;506;60
10.234;504;60
10.270;502;60
10.302;499;60
10.333;496;60
10.370;494;60
10.402;491;60
10.433;488;60
10.470;486;60
10.501;483;60
10.534;480;60
10.570;477;60
10.608;474;60
10.634;471;60
10.670;468;60
10.702;465;60
10.734;461;60
10.770;458;60
10.802;455;60
10.834;451;60
10.870;448;60
10.902;444;60
10.934;441;60
10.970;437;60
11.001;433;60
11.033;430;60
11.070;426;60
11.102;422;60
11.134;418;60
11.170;414;60
11.202;410;60
11.234;406;60
11.270;402;60
11.302;397;60
11.334;393;60
11.370;389;60
11.402;384;60
11.434;380;60
11.470;375;60
11.502;371;60
11.534;366;60
11.571;361;60
11.602;357;60
11.634;352;60
11.670;347;60
11.702;342;60
11.734;337;60
11.770;332;60
11.803;327;60
11.834;322;60
11.870;316;60
11.902;311;60
11.934;306;60
11.970;300;59
12.002;295;60
12.034;289;60
12.070;283;59
12.102;278;60
12.134;272;59
12.170;267;59
12.202;261;59
12.234;255;59
12.270;250;59
12.302;244;59
12.334;239;59
12.370;234;59
12.402;229;59
12.434;224;59
12.470;220;60
12.502;216;60
12.534;212;60
12.570;209;60
12.602;206;61
12.634;204;62
12.670;202;62
12.702;200;63
12.734;199;64
12.770;198;66
12.802;198;67
12.834;198;69
12.870;198;71
12.902;199;73
12.934;200;76
12.970;201;79
13.034;203;86
13.070;205;89
13.102;207;94
13.134;208;98
13.170;210;103
13.202;211;109
13.234;213;114
13.270;214;120
13.302;215;127
13.334;216;133
13.402;217;148
13.434;217;156
13.470;216;164
13.502;216;172
13.534;216;180
13.571;216;189
13.602;216;196
13.634;218;203
13.670;219;211
13.702;221;217
13.734;223;224
13.770;226;231
13.802;229;237
13.834;231;243
13.870;235;249
13.902;238;254
13.934;242;259
13.970;245;263
14.002;249;267
14.034;253;271
14.070;256;274
14.102;260;276
14.134;264;278
14.170;267;280
14.202;270;281
14.234;273;282
14.270;276;283
14.302;279;283
14.334;281;283
14.370;282;283
14.402;284;282
14.434;285;281
14.470;286;280
14.502;286;279
14.534;286;278
14.570;285;276
14.602;285;275
14.634;283;274
14.671;282;272
14.702;281;271
14.734;279;269
14.771;277;268
14.802;275;266
14.834;273;265
14.870;271;264
14.902;269;262
14.934;267;261
15.440;245;247
15.471;244;246
15.502;243;245
15.534;243;245
15.571;242;244
15.603;242;243
15.634;242;243
15.670;242;242
15.703;242;241
15.735;243;241
15.770;243;240
15.802;244;239
15.834;245;238
15.870;247;238
15.902;248;237
15.934;249;236
15.970;251;235
16.002;253;235
16.034;254;234
16.070;256;233
16.102;258;232
16.134;260;232
16.170;262;231
16.202;263;230
16.234;265;229
16.270;267;229
16.302;269;228
16.334;270;227
16.370;271;227
16.402;273;226
16.434;274;226
16.470;276;225
16.502;277;225
16.534;278;224
16.570;279;224
16.602;280;223
16.634;281;223
16.670;282;222
16.702;282;222
16.734;283;222
16.770;284;221
16.802;283;221
16.834;284;220
16.869;284;220
16.902;284;220
16.934;284;219
16.969;284;219
17.002;283;219
17.034;283;218
17.070;283;218
17.102;282;218
17.134;282;217
17.170;281;217
17.602;275;213
17.634;275;212
17.670;275;212
17.702;274;212
17.734;274;211
17.770;274;211
17.802;273;211
17.834;274;210
17.870;273;210
17.902;273;210
17.934;273;210
17.970;273;210
18.002;273;210
18.034;273;210
18.070;273;210
18.102;273;210
18.134;274;210
18.170;274;210
18.202;274;210
18.234;274;210
18.270;275;210
18.302;275;210
18.334;275;210
18.370;276;210
18.402;276;211
18.434;276;211
18.470;277;212
18.502;277;212
18.534;278;212
18.570;278;213
18.602;279;213
18.634;279;214
18.670;279;215
18.702;280;215
18.734;280;216
18.770;280;216
18.802;281;216
18.834;281;217
18.870;281;217
18.902;281;217
18.934;282;218
18.970;283;218
19.002;283;218
19.034;283;218
19.070;283;218
19.102;284;218
19.134;284;218
19.170;284;218
19.202;284;218
19.233;284;218
19.270;284;218
19.302;284;218
