Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.745;    ;0;647;74;0;95;49;    ;300;200;    ;0;0;    ;    ;
3.763;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;115;    ;353;190;90;33;112;187;271;    ;
3.780;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
3.806;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.570;    ;0;648;74;0;94;49;    ;0;500;72;    ;    ;353;190;90;33;113;188;271;347;    ;647;78;47;
4.606;    ;0;648;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.642;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.673;    ;0;647;74;0;94;48;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.709;    ;0;647;74;0;94;48;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.741;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.772;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.809;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.840;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.872;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.908;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.941;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
4.967;    ;0;647;74;0;94;48;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.007;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.040;    ;0;647;74;0;94;48;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.073;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.110;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.143;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.174;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;34;112;187;271;    ;
5.212;    ;0;647;74;0;95;49;    ;0;500;73;    ;0;0;85;    ;353;190;90;33;112;187;271;    ;
5.242;    ;0;647;74;0;95;49;    ;0;500;72;    ;0;0;85;    ;353;190;90;32;112;187;271;    ;
