Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
3.734;    ;0;667;50;-3;0;0;1;669;167;12;0;0;2;634;309;3;95;50;    ;300;200;    ;0;0;    ;    ;
3.755;    ;0;667;50;-3;0;0;1;669;167;11;0;0;2;634;309;3;95;50;    ;0;500;240;1;500;240;2;500;240;    ;0;0;115;1;0;140;2;0;70;    ;353;190;90;29;110;187;267;346;    ;
4.401;    ;2;636;310;3;94;49;    ;0;500;69;1;500;148;2;500;306;    ;    ;353;190;90;29;110;187;268;346;    ;636;304;48;
4.433;    ;2;636;310;3;94;50;    ;0;500;69;1;500;148;2;500;306;    ;2;0;102;    ;353;190;90;29;110;187;268;346;    ;
4.469;    ;1;670;167;10;0;0;2;635;309;3;94;49;    ;0;500;69;1;500;148;2;500;306;    ;2;0;102;    ;353;190;90;28;111;187;267;347;    ;
4.504;    ;0;668;50;-8;0;0;1;669;167;16;0;0;2;635;310;4;95;49;    ;0;500;69;1;500;148;2;500;306;    ;1;0;116;2;0;102;    ;353;190;90;29;111;187;267;346;    ;
4.535;    ;1;669;167;-1;0;0;2;634;309;3;95;50;    ;0;500;70;1;500;149;2;500;306;    ;0;0;81;1;0;122;2;0;103;    ;353;190;90;30;111;188;267;346;    ;
4.567;    ;0;667;50;-2;0;0;1;669;167;6;0;0;2;634;309;3;95;50;    ;0;500;70;1;500;149;2;500;306;    ;1;0;106;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
4.601;    ;0;667;50;-3;0;0;1;669;167;6;0;0;2;634;309;3;95;50;    ;0;500;70;1;500;149;2;500;306;    ;0;0;86;1;0;112;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
4.638;    ;0;667;50;-3;0;0;1;669;167;5;0;0;2;634;309;3;95;50;    ;0;500;69;1;500;148;2;500;306;    ;0;0;85;1;0;112;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
4.670;    ;0;667;50;-3;0;0;1;669;167;11;0;0;2;634;309;3;95;50;    ;0;500;69;1;500;148;2;500;306;    ;0;0;85;1;0;111;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
4.707;    ;0;667;50;-3;0;0;1;669;167;11;0;0;2;634;309;3;95;50;    ;0;500;69;1;500;148;2;500;306;    ;0;0;85;1;0;117;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
4.739;    ;0;667;50;-3;0;0;1;669;167;11;0;0;2;634;309;3;95;50;    ;0;500;69;1;500;148;2;500;306;    ;0;0;85;1;0;117;2;0;102;    ;353;190;90;29;110;187;267;346;    ;
